objid,ra,dec,u,g,r,i,z,specobjid,class,redshift
1.23766E+18,168.2697084,38.32606427,19.2756,17.36551,16.46801,16.05558,15.73626,2.22935E+18,GALAXY,0.07629179
1.23767E+18,233.4144978,24.30773442,17.73043,16.00887,15.05069,14.60409,14.23217,2.43536E+18,GALAXY,0.08973237
1.23766E+18,205.5289094,57.06653034,19.48451,17.63505,16.79371,16.33589,15.97612,1.48855E+18,GALAXY,0.04408483
1.23767E+18,215.7977899,25.50695463,18.94331,17.70901,17.00469,16.55861,16.27643,2.39936E+18,GALAXY,0.1252388
1.23766E+18,237.288953,48.23674715,19.36234,17.40821,16.4078,15.97177,15.63341,9.14303E+17,GALAXY,0.1112485
1.23767E+18,168.53788,29.62536415,18.63688,17.62113,17.24969,16.97551,16.83543,2.49398E+18,GALAXY,0.05559738
1.23766E+18,227.7060431,46.37240205,19.32877,17.75148,16.95249,16.5405,16.28173,1.18231E+18,GALAXY,0.06433741
1.23766E+18,210.7787762,38.9510937,19.12693,17.22082,16.22584,15.78898,15.41903,1.55268E+18,GALAXY,0.1036627
1.23765E+18,46.71285004,-8.590898138,19.19269,18.02121,17.47706,17.15401,16.89787,5.15678E+17,GALAXY,0.03515003
1.23766E+18,220.5706481,11.70838243,18.75053,17.43951,16.73327,16.34243,16.06919,1.92761E+18,GALAXY,0.1116702
1.23767E+18,157.3933743,25.74701337,19.05722,17.75679,17.04452,16.64499,16.39393,2.6449E+18,GALAXY,0.1138994
1.23765E+18,247.7802524,48.98415583,19.34099,17.24566,16.15102,15.69699,15.3232,7.03849E+17,GALAXY,0.1294217
1.23766E+18,180.9764707,60.81857489,18.18713,16.16816,15.27361,14.84649,14.55041,1.07422E+18,GALAXY,0.06437985
1.23766E+18,171.0301117,15.08989546,19.26607,17.19665,16.12939,15.67595,15.29529,1.97384E+18,GALAXY,0.120793
1.23767E+18,232.5292684,11.70172565,18.83155,17.24327,16.37589,15.94842,15.5909,3.10078E+18,GALAXY,0.09467351
1.23767E+18,152.5358325,28.38837844,19.20781,18.3606,18.03262,17.63872,17.57853,2.64367E+18,GALAXY,0.09172036
1.23765E+18,356.0577042,-10.04252878,18.83237,17.38877,16.66816,16.23987,15.96324,7.29637E+17,GALAXY,0.0854037
1.23766E+18,124.5793576,33.37169028,18.33828,17.12005,16.59972,16.27454,16.08822,9.70636E+17,GALAXY,0.05298357
1.23766E+18,141.6361462,31.64036682,19.05257,17.37131,16.4305,15.96697,15.63631,2.18544E+18,GALAXY,0.1134894
1.23767E+18,162.3784414,9.079522942,19.31005,17.6512,16.78567,16.39007,16.07423,3.24943E+18,GALAXY,0.08747695
1.23767E+18,165.1331905,29.69572814,16.30773,14.96501,14.33387,13.99932,13.7124,2.48945E+18,GALAXY,0.03471161
1.23767E+18,46.09926205,-0.976267166,18.22189,17.14371,16.83739,16.63732,16.5202,4.6278E+17,GALAXY,0.03051206
1.23767E+18,133.1992354,13.17084096,19.26683,18.44895,17.91701,17.54382,17.40328,2.73607E+18,GALAXY,0.1630319
1.23767E+18,216.3164003,16.69187915,19.17502,17.33111,16.45599,16.07799,15.75609,3.10756E+18,GALAXY,0.05473871
1.23765E+18,186.8995134,5.28421637,19.09052,17.5151,16.63483,16.18208,15.86226,3.24275E+18,GALAXY,0.09998373
1.23767E+18,150.2631618,20.49863478,18.58372,16.91562,16.08126,15.61463,15.28639,2.66051E+18,GALAXY,0.0669758
1.23765E+18,146.3557728,-0.143371261,19.26396,17.1978,16.1452,15.62739,15.22929,2.99529E+17,GALAXY,0.03073909
1.23766E+18,216.5762623,13.69839459,18.72991,17.87354,17.61452,17.3653,17.34677,1.92318E+18,GALAXY,0.1097951
1.23767E+18,180.4351788,35.96254534,18.52577,17.16986,16.50591,16.10846,15.84651,2.36781E+18,GALAXY,0.0694096
1.23766E+18,231.0230781,40.76351813,17.98899,16.30785,15.53542,15.18206,14.90263,1.45484E+18,GALAXY,0.04461043
1.23766E+18,161.0258054,39.96750754,16.85654,16.1866,15.402,15.08386,14.57099,1.61347E+18,GALAXY,0.0859891
1.23767E+18,130.8836089,18.33002343,19.02221,17.42171,16.67382,16.32113,16.05141,2.56603E+18,GALAXY,0.05208299
1.23766E+18,235.5920033,42.00499086,19.20515,17.33375,16.38641,15.92568,15.54864,1.18569E+18,GALAXY,0.07409221
1.23766E+18,127.1391025,30.66567303,19.3847,17.51941,16.61988,16.15563,15.81207,1.36016E+18,GALAXY,0.05232349
1.23767E+18,191.5834851,0.435053557,18.99256,17.82124,17.23685,16.88359,16.69336,3.27786E+17,GALAXY,0.08711515
1.23767E+18,163.6451087,22.37634928,19.48254,18.20423,17.57334,17.216,17.00781,2.79337E+18,GALAXY,0.1089671
1.23767E+18,132.1880551,23.27320695,19.02921,17.90246,17.47651,17.15622,17.0048,2.34756E+18,GALAXY,0.06769311
1.23767E+18,218.186704,30.98102042,19.49911,17.5527,16.53139,16.11332,15.76686,2.4017E+18,GALAXY,0.1149518
1.23766E+18,232.313452,5.060015879,16.87156,14.91112,14.04844,13.65406,13.34156,2.06616E+18,GALAXY,0.03757955
1.23766E+18,140.6663358,44.47106593,19.51891,18.02147,17.27643,16.87275,16.54002,9.37932E+17,GALAXY,0.04903859
1.23766E+18,218.3630694,33.37574123,19.17572,18.16739,17.62915,17.27195,17.10126,2.07293E+18,GALAXY,0.1002656
1.23767E+18,201.8075649,25.22938711,19.28354,17.46354,16.56288,16.13284,15.82505,2.99955E+18,GALAXY,0.07382716
1.23766E+18,164.9126243,11.33054124,17.72083,16.67669,16.37048,16.13182,16.12264,1.8037E+18,GALAXY,0.03471273
1.23768E+18,17.90354889,10.05358412,19.59585,17.57256,16.43585,15.98027,15.59349,5.12862E+18,GALAXY,0.1413424
1.23766E+18,161.5572581,9.302184579,19.07178,17.91982,17.5586,17.34169,17.17567,2.41746E+18,GALAXY,0.04883739
1.23767E+18,217.4757441,20.76976057,19.12804,17.48804,16.54858,16.04149,15.68394,3.13789E+18,GALAXY,0.07582896
