objid,ra,dec,u,g,r,i,z,specobjid,class,redshift
1.23766E+18,224.4799019,51.22503551,19.42556,19.33036,19.26932,19.36782,19.47792,1.49537E+18,QSO,0.9156993
1.23766E+18,175.8112267,51.09504105,18.6504,18.66199,18.64341,18.38565,18.32216,7.53231E+18,QSO,1.849096
1.23766E+18,167.4959895,11.97102447,18.89606,18.73408,18.4152,17.99854,17.8831,1.80601E+18,QSO,1.856574
1.23767E+18,162.5683783,33.53013904,18.6517,18.46796,18.31421,18.30661,18.1458,2.28118E+18,QSO,0.9308017
1.23766E+18,260.3790083,58.73464843,18.83562,18.57625,18.3312,18.37168,18.4174,4.12189E+17,QSO,0.9945354
1.23766E+18,153.5385648,7.561943906,19.33124,19.01565,18.30465,17.85419,17.66228,1.39276E+18,QSO,0.2300372
1.23767E+18,143.4753431,24.8195912,19.04407,18.60009,18.06622,17.66738,17.50332,2.58284E+18,QSO,0.1984294
1.23766E+18,139.7228873,40.6935592,18.22356,18.04397,18.06256,17.8803,17.85261,5.22554E+18,QSO,1.798645
1.23768E+18,330.3036575,20.26853459,19.26596,19.23557,19.03403,18.89868,18.92658,8.5288E+18,QSO,1.445914
1.23765E+18,152.8611209,0.721965856,19.25143,19.11393,18.93276,18.92371,18.94893,3.04152E+17,QSO,1.270856
1.23767E+18,209.2667082,30.81204483,19.51144,19.08977,18.94958,19.00425,18.83741,7.31185E+18,QSO,2.279962
1.23766E+18,169.4186724,53.03089757,17.44996,17.41031,17.30311,17.06181,17.04458,9.19201E+18,QSO,0.1584113
1.23766E+18,212.4973717,36.88111887,18.85728,18.469,17.967,17.54672,17.40173,1.84874E+18,QSO,0.1633931
1.23766E+18,163.8542322,46.52125019,19.08026,18.95677,18.65587,18.64418,18.7236,1.61688E+18,QSO,1.226274
1.23766E+18,138.4292426,6.733241195,19.54996,18.46872,18.30102,18.21307,18.11256,5.48225E+18,QSO,2.79315
1.23767E+18,198.1174216,22.64381674,19.05498,18.41136,17.77031,17.20001,17.13481,2.98488E+18,QSO,0.1270264
1.23767E+18,183.4684056,21.94727118,19.41936,19.49958,19.1869,18.97607,18.90961,2.9769E+18,QSO,1.238637
1.23767E+18,125.8266275,14.81715081,19.32364,19.00148,18.99608,19.09011,18.9587,2.55809E+18,QSO,0.8533409
1.23765E+18,216.5616635,0.69984864,18.17395,17.88287,17.83566,17.99129,17.91125,3.43522E+17,QSO,0.8969222
1.23766E+18,135.663513,36.28933693,19.23305,19.08093,18.95245,18.88844,18.84267,1.36469E+18,QSO,1.342517
